instance_id,theta,phi,target,gamma_z,gamma_x,gamma_m,hx,hz,t,H,B,S,V,R_resp,R_rob,F_maat,basis_z,basis_x,basis_y,offdiag,channel_conflict,damping_pressure,coherence_exposure,x_exposure
52,1.9757660688947365,5.585996961171394,0.551986725513185,0.20750622827307008,0.27154144563947613,1.4438532449767927,1.4437702165760335,0.916428699940457,0.5066047925701939,0.30928986786308493,0.5305229317297928,0.521073700580783,0.14202207902703207,0.2856331262707295,0.2856331262707295,5.664052037405686,0.39399095008184437,0.7046394328055123,0.5901308337895351,0.9191143189253478,0.8663280903896791,0.7508724088654586,1.5177881375569686,0.1069848721540947
53,1.8802141404983257,2.793164218586647,0.47520098463080046,1.919354150639005,2.232013001131125,1.6211857619357288,1.2066933714112669,0.7477600120325427,0.5719622526392757,0.5617404789930518,0.5175874496486853,0.5121610045549786,0.4474132800538461,0.506690516637712,0.506690516637712,3.388535761906681,0.3045041492221913,0.8952750408249827,0.32520735597814393,0.9525110094410822,0.9246853291791529,0.28084381142461984,3.372403246093001,0.6796572199623032
54,1.042487997460821,2.6332343874448196,0.5508776725754587,0.2685655755142907,2.602926758144325,0.401435635040605,0.8923347049127994,0.8974298255559069,1.2729649222091992,0.3620159160236761,0.5530868410026969,0.5365782634921589,0.7031926117938871,0.5202336378892071,0.5202336378892071,3.236451898595354,0.5040730331347096,0.7544465928481384,0.4203816311474719,0.8636610314622131,0.1870564461319758,0.12265336691782658,0.5786539365887726,1.3120651860053067
55,2.7511235556906284,5.5183441139766,0.37405551047955654,1.3478672193153325,1.6175140088161821,1.7395874285953288,1.1095947951707843,0.5772922023322551,0.8799627109159823,0.3651038719012935,0.812123241962115,0.7243110870997952,0.35932425462282386,0.4740690873865917,0.4740690873865917,3.3081431460357256,0.9247306125126026,0.2746160304506113,0.2635513803826797,0.38062224617337725,0.9090684236675151,0.36973411631718645,1.1751539230461896,1.4957647201203033
56,0.6796450678259747,0.6053077504350606,0.9238962921074696,0.014017627153204537,0.03949887376617478,0.7370392086002335,0.48191027348044524,0.9445099835292267,0.5930334294330123,0.6411342345389626,0.6652336523167248,0.6140556105407827,0.7647579250801252,0.6883601515129396,0.6689808978905167,2.0099988549535364,0.7777958486431893,0.5168465118769714,0.3576357098976955,0.6285169988420528,0.5238618711099836,0.9323052123008114,0.47205198836755946,0.03072206004141212
57,1.3374802577719582,5.965676390897578,0.5303005191328338,1.5760320711260216,1.0494029713492763,0.22235897859963427,0.8686477970588662,0.38381795606830676,1.0388279080425347,0.6838184481207543,0.5099208373910873,0.5068667638430026,0.4865992453685245,0.5536113701653996,0.5415358401117323,3.066730130732296,0.23120500913392156,0.9242754490157951,0.3037418938803694,0.9729050538214831,0.7994126339991139,0.07808113120331092,1.7496637410254128,0.24262722357597385
58,2.1039301532501886,2.7382660699680654,0.4345733028663283,2.249927837824667,2.8714203567836605,1.7643839167605087,1.152448807318867,1.2440409528771796,0.7371085249716627,0.5029522966420802,0.554112773823958,0.5372824069946444,0.4963867339011285,0.5171879225673388,0.5171879225673388,3.258627351250939,0.5082347420163486,0.7921148060733552,0.338011214321281,0.8612185825953688,0.8786466970527078,0.2562376648152095,3.457199879379773,1.459355584250435
59,3.091130497729125,0.9431240255279867,0.27026568787530353,0.025353458082176483,0.315224540625869,1.3706102480802727,0.6385190115696432,1.473889755147282,1.1099933040176924,0.5081173654287722,0.9923827086267877,0.9519813539437045,0.02025420015263827,0.21696321506790114,0.21696321506790114,6.16131959507738,0.9987270555692453,0.02962194723755695,0.04082656874928951,0.050440742202956045,0.14888488498246089,0.8009698819822612,0.07041344542722318,0.31482327730244214
60,2.028968940849544,3.26482278699966,0.5200503678811236,2.5845632927910605,0.062383247903661676,0.7656753917196648,0.1666631110606916,1.2843006579089042,0.45420000558159124,0.3959199192068012,0.5394114762770594,0.5271864057771447,0.3512557048224141,0.42174535385727735,0.42174535385727735,4.093615366174764,0.44230993289007287,0.890061153343328,0.1102409478185108,0.89686226549386,0.047136008940902085,0.2243657243267304,3.0047026565354584,0.027592730193733376
61,2.823821793404802,5.800473423599027,0.4566891766859703,0.911504100882675,2.920216941404375,0.7821544922035644,0.7417642504176615,0.5635912402026934,0.6803412078546798,0.4480324984454384,0.8555530446462989,0.761933902695954,0.3628265126519561,0.5181058439608682,0.5181058439608682,2.902198362026299,0.9499342719415074,0.276749091510109,0.1450338558381708,0.31244980235384695,0.47576746366634515,0.16952223490999463,0.52918329266469,2.7740141541442203
