z,a,dH,dB,dS,dV,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag,Omega_MAAT
1.479053314474175096e+01,6.332908400455117270e-02,6.156912205744823150e-04,6.142626685470033154e-04,4.198858829217796615e-03,1.344166299446459545e-01,9.993846876218545061e-01,9.993861144184484901e-01,9.958186978681560220e-01,8.815103495519059917e-01,9.584389893498554969e-01,9.584389893498554969e-01,3.457366296630789981e-01,2.594142477908872868e-01,1.385237137545814208e-05
1.464547588616095730e+01,6.391624053344005518e-02,6.156820570620618813e-04,6.142208591569033472e-04,4.292948425147189578e-03,1.344074809639166368e-01,9.993846967740939169e-01,9.993861561765238211e-01,9.957254022027346441e-01,8.815174589207492861e-01,9.584415822168660393e-01,9.584415822168660393e-01,3.457033790902780956e-01,2.593892849065115858e-01,1.416278048383570196e-05
1.450175117335769670e+01,6.450884089267695798e-02,6.156726847620965773e-04,6.141781049564665326e-04,4.389144476996643777e-03,1.343981252341401589e-01,9.993847061348637428e-01,9.993861988782533068e-01,9.956300359266805344e-01,8.815247290659966595e-01,9.584442337068835860e-01,9.584442337068835860e-01,3.456693903611862129e-01,2.593637678488946996e-01,1.448013895890491636e-05
1.435934676510896679e+01,6.510693555481462946e-02,6.156630989696306854e-04,6.141343844085697667e-04,4.487494044718484849e-03,1.343885580424345194e-01,9.993847157088638911e-01,9.993862425451480735e-01,9.955325535944217208e-01,8.815321636579771525e-01,9.584469451575223786e-01,9.584469451575223786e-01,3.456346472655310031e-01,2.593376844480198007e-01,1.480460205521542254e-05
1.421825053264386618e+01,6.571057546036272734e-02,6.156532948725810736e-04,6.140896755341807402e-04,4.588045234577261926e-03,1.343787745792164035e-01,9.993847255008999619e-01,9.993862871991605612e-01,9.954329087865007031e-01,8.815397664425953517e-01,9.584497179339096506e-01,9.584497179339096506e-01,3.455991332463916321e-01,2.593110222736345061e-01,1.513632847918463698e-05
1.407845045861050792e+01,6.631981202212676452e-02,6.156432675490961870e-04,6.140439558470923292e-04,4.690847222155366744e-03,1.343687699239195232e-01,9.993847355158883561e-01,9.993863328627494713e-01,9.953310540897978287e-01,8.815475412524522714e-01,9.584525534327361651e-01,9.584525534327361651e-01,3.455628313920184880e-01,2.592837686290914156e-01,1.547548046499513133e-05
1.393993463605257510e+01,6.693469712958662055e-02,6.156330119648712384e-04,6.139972021452046787e-04,4.795950275851160703e-03,1.343585389993216805e-01,9.993847457588567185e-01,9.993863795590886001e-01,9.952269410774052805e-01,8.815554920423603891e-01,9.584554530951913121e-01,9.584554530951913121e-01,3.455257244245914516e-01,2.592559105428429156e-01,1.582222385211683424e-05
1.380269126739508323e+01,6.755528315331647826e-02,6.156225229707212214e-04,6.139493910242754858e-04,4.903405780879747586e-03,1.343480766839666163e-01,9.993847562349481572e-01,9.993864273115542485e-01,9.951205202881471257e-01,8.815636228020012899e-01,9.584584183751436726e-01,9.584584183751436726e-01,3.454877947036809060e-01,2.592274347712131832e-01,1.617672816448751039e-05
1.366670866343968171e+01,6.818162294944481172e-02,6.156117953001139171e-04,6.139004982542570947e-04,5.013266263786104668e-03,1.343373776756904558e-01,9.993847669494227981e-01,9.993864761443465028e-01,9.950117412057422062e-01,8.815719376620085868e-01,9.584614507777833303e-01,9.584614507777833303e-01,3.454490242062456806e-01,2.591983277831791943e-01,1.653916669138352758e-05
1.353197524236895077e+01,6.881376986415671526e-02,6.156008235663816509e-04,6.138504991299964346e-04,5.125585417481098513e-03,1.343264365683638217e-01,9.993847779076602267e-01,9.993865260821407359e-01,9.949005522376068722e-01,8.815804408343539400e-01,9.584645518379028006e-01,9.584645518379028006e-01,3.454093945265023224e-01,2.591685757603925389e-01,1.690971657001568603e-05
1.339847952876007753e+01,6.945177773823697776e-02,6.155896022589115151e-04,6.137993684020372253e-04,5.240418126810377462e-03,1.343152478367498071e-01,9.993847891151650398e-01,9.993865771501556639e-01,9.947869006932933411e-01,8.815891366241420668e-01,9.584677231241927053e-01,9.584677231241927053e-01,3.453688868670521939e-01,2.591381645904988762e-01,1.728855886988303750e-05
1.326621015260736947e+01,7.009570091165624739e-02,6.155781257416529642e-04,6.137470801536255892e-04,5.357820494667044423e-03,1.343038058095892828e-01,9.993848005775656240e-01,9.993866293742769136e-01,9.946707327625591288e-01,8.815980294505558756e-01,9.584709662468672287e-01,9.584709662468672287e-01,3.453274820287792202e-01,2.591070798595174751e-01,1.767587867892068964e-05
1.313515584835395167e+01,7.074559422819881593e-02,6.155663882495866768e-04,6.136936079606529655e-04,5.477849868658397729e-03,1.342921047046008731e-01,9.993848123006204842e-01,9.993866827808963738e-01,9.945519934930701078e-01,8.816071238196848681e-01,9.584742828477648136e-01,9.584742828477648136e-01,3.452851604064261504e-01,2.590753068485767141e-01,1.807186519147551432e-05
1.300530545393219839e+01,7.140151304013402089e-02,6.155543838856499753e-04,6.136389247234113513e-04,5.600564868337932524e-03,1.342801385916644330e-01,9.993848242902192425e-01,9.993867373970809487e-01,9.944306267677254230e-01,8.816164243531688927e-01,9.584776746107793732e-01,9.584776746107793732e-01,3.452419019773086961e-01,2.590428305253901220e-01,1.847671179814669031e-05
1.287664790981307839e+01,7.206351321293055778e-02,6.155421066178239000e-04,6.135830027046875043e-04,5.726025413013350988e-03,1.342679014011570748e-01,9.993848365523866351e-01,9.993867932505338114e-01,9.943065752816111491e-01,8.816259357817527453e-01,9.584811432595086167e-01,9.584811432595086167e-01,3.451976862941361079e-01,2.590096355388832317e-01,1.889061617752657809e-05
1.274917225806419196e+01,7.273165113001460458e-02,6.155295502755461258e-04,6.135258135054657549e-04,5.854292750141896172e-03,1.342553869186364213e-01,9.993848490932855100e-01,9.993868503696203831e-01,9.941797805185724757e-01,8.816356629494526143e-01,9.584846905587700583e-01,9.584846905587700583e-01,3.451524924764202695e-01,2.589757062127404086e-01,1.931378038987917569e-05
1.262286764141646245e+01,7.340598369757214692e-02,6.155167085470103234e-04,6.134673280821162974e-04,5.985429484324295522e-03,1.342425887886017355e-01,9.993848619192197136e-01,9.993869087833483489e-01,9.940501827274055291e-01,8.816456108106678347e-01,9.584883183135440854e-01,9.584883183135440854e-01,3.451062992026064369e-01,2.589410265395071242e-01,1.974641097279347245e-05
1.249772330233941808e+01,7.408656834939567060e-02,6.155035749758050239e-04,6.134075167222597649e-04,6.119499606908771969e-03,1.342295005092125071e-01,9.993848750366383094e-01,9.993869685213946363e-01,9.939177208976671674e-01,8.816557844343229089e-01,9.584920283704805311e-01,9.584920283704805311e-01,3.450590847012244278e-01,2.589055801739436613e-01,2.018871903884944462e-05
1.237372858212495963e+01,7.477346305177590136e-02,6.154901429563831719e-04,6.133463490194286660e-04,6.256568526216834542e-03,1.342161154267436929e-01,9.993848884521380205e-01,9.993870296141288412e-01,9.937823327350993052e-01,8.816661890082161390e-01,9.584958226194786324e-01,9.584958226194786324e-01,3.450108267418852126e-01,2.588693504262618017e-01,2.064092037533536144e-05
1.225087291997952832e+01,7.546672630843892504e-02,6.154764057324954530e-04,6.132837937668016940e-04,6.396703098402649855e-03,1.342024267123320957e-01,9.993849021724675596e-01,9.993870920927196977e-01,9.936439546366665487e-01,8.816768298571363571e-01,9.584997030002818663e-01,9.584997030002818663e-01,3.449615026244859384e-01,2.588323202539904999e-01,2.110323554605532799e-05
1.212914585212464935e+01,7.616641716552893793e-02,6.154623563921219741e-04,6.132198190772978740e-04,6.539971658957900724e-03,1.341884273882559542e-01,9.993849162045300716e-01,9.993871559890161738e-01,9.935025216652064728e-01,8.816877124224787865e-01,9.585036714950497805e-01,9.585036714950497805e-01,3.449110891729226247e-01,2.587944722573002343e-01,2.157588999526631964e-05
1.200853701090571057e+01,7.687259521663733497e-02,6.154479878642939248e-04,6.131543923170792998e-04,6.686444054874340036e-03,1.341741103133837765e-01,9.993849305553876849e-01,9.993872213356124190e-01,9.933579675236891005e-01,8.816988422735992925e-01,9.585077301324883559e-01,9.585077301324883559e-01,3.448595627248449702e-01,2.587557886712946176e-01,2.205911415378503717e-05
1.188903612390892661e+01,7.758532060787837192e-02,6.154332929147991607e-04,6.130874800169084987e-04,6.836191677476275742e-03,1.341594681637768571e-01,9.993849452322662863e-01,9.993872881659373597e-01,9.932102245290900244e-01,8.817102251229421706e-01,9.585118809933570461e-01,9.585118809933570461e-01,3.448068991208259049e-01,2.587162513578554757e-01,2.255314354730489438e-05
1.177063301308643695e+01,7.830465404301188703e-02,6.154182641434775532e-04,6.130190480790798004e-04,6.989287495935414540e-03,1.341444934779713882e-01,9.993849602425562972e-01,9.993873565140475312e-01,9.930592235858679562e-01,8.817218667908852670e-01,9.585161261976578029e-01,9.585161261976578029e-01,3.447530736994528500e-01,2.586758418020306816e-01,2.305821890696417201e-05
1.165331759388942778e+01,7.903065678861348475e-02,6.154028939796238632e-04,6.129490614378380010e-04,7.145806091480661794e-03,1.341291785826691507e-01,9.993849755938198909e-01,9.993874264149660291e-01,9.929048941590572497e-01,8.817337732635610603e-01,9.585204679256920102e-01,9.585204679256920102e-01,3.446980612810905953e-01,2.586345410997383243e-01,2.357458628220688652e-05
1.153707987440920135e+01,7.976339067929277826e-02,6.153871746768976294e-04,6.128774841384233146e-04,7.305823692315584553e-03,1.341135156100346504e-01,9.993849912937933233e-01,9.993874979046046825e-01,9.927471642469654078e-01,8.817459506794648183e-01,9.585249084131770569e-01,9.585249084131770569e-01,3.446418361600888658e-01,2.585923299519475860e-01,2.410249715597829849e-05
1.142190995452617308e+01,8.050291812295981564e-02,6.153710983111482583e-04,6.128042795824590683e-04,7.469418209256410181e-03,1.340974965513922201e-01,9.993850073503910414e-01,9.993875710195175843e-01,9.925859603534833431e-01,8.817584052877631695e-01,9.585294499360542675e-01,9.585294499360542675e-01,3.445843721002606053e-01,2.585491886613708323e-01,2.464220856229751405e-05
1.130779802506664744e+01,8.124930210614055015e-02,6.153546567748420081e-04,6.127294101286515342e-04,7.636669272103561480e-03,1.340811131698489145e-01,9.993850237717110119e-01,9.993876457973008831e-01,9.924212074600062827e-01,8.817711435162858269e-01,9.585340948352496504e-01,9.585340948352496504e-01,3.445256423170281468e-01,2.585050971189341573e-01,2.519398320625009999e-05
1.119473436696737778e+01,8.200260619934134076e-02,6.153378417728643923e-04,6.126528372945097556e-04,7.807658266759847157e-03,1.340643570444360055e-01,9.993850405660380520e-01,9.993877222763900559e-01,9.922528289969659854e-01,8.817841719372695453e-01,9.585388455041887745e-01,9.585388455041887745e-01,3.444656194717449771e-01,2.584600347995867908e-01,2.575808958644396559e-05
1.108270935044776095e+01,8.276289456246350984e-02,6.153206448183776590e-04,6.125745216692990739e-04,7.982468373108649387e-03,1.340472195510608588e-01,9.993850577418484926e-01,9.993878004961488370e-01,9.920807468149793751e-01,8.817974972822325563e-01,9.585437043942096613e-01,9.585437043942096613e-01,3.444042756599741684e-01,2.584139807534783229e-01,2.633480211997252300e-05
1.097171343418966494e+01,8.353023195026781922e-02,6.153030572275961299e-04,6.124944228872240392e-04,8.161184603665357432e-03,1.340296918566387385e-01,9.993850753078155069e-01,9.993878804968946428e-01,9.919048811556123724e-01,8.818111264466058641e-01,9.585486740162415531e-01,9.585486740162415531e-01,3.443415824008707604e-01,2.583669135979854148e-01,2.692440126992887023e-05
1.086173716452478288e+01,8.430468371788973903e-02,6.152850701158067443e-04,6.124124995811558534e-04,8.343893843015686568e-03,1.340117649089672403e-01,9.993850932728129965e-01,9.993879623199443119e-01,9.917251506217633628e-01,8.818250664976787778e-01,9.585537569436918259e-01,9.585537569436918259e-01,3.442775106260381190e-01,2.583188115093363324e-01,2.752717367551596415e-05
1.075277117462944787e+01,8.508631582640584223e-02,6.152666743915877678e-04,6.123287094809889150e-04,8.530684888054418380e-03,1.339934294582490470e-01,9.993851116459212536e-01,9.993880460075174055e-01,9.915414721476706328e-01,8.818393246579367961e-01,9.585589558063702942e-01,9.585589558063702942e-01,3.442120306712155298e-01,2.582696522164096842e-01,2.814341228479744580e-05
1.064480618372685861e+01,8.587519484845176909e-02,6.152478607534169744e-04,6.122430092827785926e-04,8.721648489038313565e-03,1.339746760284561133e-01,9.993851304364300692e-01,9.993881316028659922e-01,9.913537609685463270e-01,8.818539083274077317e-01,9.585642732986193737e-01,9.585642732986193737e-01,3.441451122631508652e-01,2.582194129908423896e-01,2.877341649013447154e-05
1.053783299629660419e+01,8.667138797389235816e-02,6.152286196826488350e-04,6.121553544780880193e-04,8.916877391467003047e-03,1.339554948799861200e-01,9.993851496538471713e-01,9.993882191504448453e-01,9.911619305898407006e-01,8.818688251127849709e-01,9.585697121899131590e-01,9.585697121899131590e-01,3.440767245055374457e-01,2.581680706364225530e-01,2.941749226635414753e-05
1.043184250129149504e+01,8.747496301554422149e-02,6.152089414395345204e-04,6.120656996368904843e-04,9.116466378805762952e-03,1.339358760715690377e-01,9.993851693078997789e-01,9.993883086956292239e-01,9.909658927561454389e-01,8.818840827793726911e-01,9.585752753073459864e-01,9.585752753073459864e-01,3.440068358741055210e-01,2.581156014855045533e-01,3.007595231169536495e-05
1.032682567136153651e+01,8.828598841495151339e-02,6.151888160577741096e-04,6.119739982169420788e-04,9.320512316064144889e-03,1.339158094185527448e-01,9.993851894085421517e-01,9.993884002849060533e-01,9.907655574197370418e-01,8.818996892836146184e-01,9.585809655474705204e-01,9.585809655474705204e-01,3.439354142019076521e-01,2.580619813879064250e-01,3.074911619157819575e-05
1.022277356208507548e+01,8.910453324821518417e-02,6.151682333381629491e-04,6.118802024914994555e-04,9.529114194244556191e-03,1.338952844770858741e-01,9.993852099659609189e-01,9.993884939659444244e-01,9.905608327087720433e-01,8.819156527854917771e-01,9.585867858808033715e-01,9.585867858808033715e-01,3.438624266669105811e-01,2.580071857015778236e-01,3.143731048524332750e-05
1.011967731120698843e+01,8.993066723187624623e-02,6.151471828440318234e-04,6.117842636094325505e-04,9.742373175674808386e-03,1.338742905572720687e-01,9.993852309905802977e-01,9.993885897875370850e-01,9.903516248951357293e-01,8.819319816383912602e-01,9.585927393481247227e-01,9.585927393481247227e-01,3.437878397821779175e-01,2.579511892852571209e-01,3.214086893530774793e-05
1.001752813788386653e+01,9.076446072885362149e-02,6.151256538949475237e-04,6.116861314815697295e-04,9.960392640238893355e-03,1.338528166982992929e-01,9.993852524930673109e-01,9.993886877997133489e-01,9.901378383619574564e-01,8.819486844085554500e-01,9.585988290675504508e-01,9.585988290675504508e-01,3.437116193823904209e-01,2.578939664883218019e-01,3.286013260028380130e-05
9.916317341936146335e+00,9.160598475443709754e-02,6.151036355601883360e-04,6.115857548371073094e-04,1.018327823252013903e-02,1.338308516807837356e-01,9.993852744843393365e-01,9.993887880536823642e-01,9.899193755707998976e-01,8.819657698655899436e-01,9.586050582310640111e-01,9.586050582310640111e-01,3.436337306137342007e-01,2.578354911432232388e-01,3.359545001010820356e-05
9.816036303107098959e+00,9.245531098233575329e-02,6.150811166537912969e-04,6.114830811122259988e-04,1.041113790987091385e-02,1.338083840023961413e-01,9.993852969755687710e-01,9.993888906019454677e-01,9.896961370285295434e-01,8.819832470015379622e-01,9.586114301114508907e-01,9.586114301114508907e-01,3.435541379202558532e-01,2.577757365552144631e-01,3.434717732472787393e-05
9.716676480328633403e+00,9.331251175078249249e-02,6.150580857272421780e-04,6.113780564849278327e-04,1.064408199142317588e-02,1.337854018854851557e-01,9.993853199781903562e-01,9.993889954982598800e-01,9.894680212538825570e-01,8.820011250250708867e-01,9.586179480601698666e-01,9.586179480601698666e-01,3.434728050331046778e-01,2.577146754942932216e-01,3.511567849578964767e-05
